question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,topic,source
À quoi sert limit en ActiveRecord ?,À limiter le nombre de résultats,À limiter le nombre de colonnes d'une table,À empêcher les validations,À verrouiller Git,Rails,easy,rails_activerecord,Web Dev & IA Quiz
Quelle association indique qu'un commentaire appartient à un article ?,belongs_to :article,has_many :article,has_one :articles,contains :article,Rails,easy,rails_associations,Web Dev & IA Quiz
Quelle association indique qu'un article possède plusieurs commentaires ?,has_many :comments,belongs_to :comments,has_one :comments,many :comments,Rails,easy,rails_associations,Web Dev & IA Quiz
Quelle association indique qu'un profil appartient à un utilisateur unique ?,belongs_to :user,has_many :users,has_many :profiles,linked_to_many :users,Rails,easy,rails_associations,Web Dev & IA Quiz
Quelle association indique qu'un utilisateur possède un seul profil ?,has_one :profile,has_many :profile,belongs_to :profiles,owns_many :profiles,Rails,medium,rails_associations,Web Dev & IA Quiz
"Dans une relation has_many / belongs_to, où se trouve généralement la clé étrangère ?",Dans la table qui belongs_to,Dans la table qui has_many,Dans les deux tables obligatoirement,Dans le fichier routes.rb,Rails,medium,rails_associations,Web Dev & IA Quiz
"Pour une table bookings liée à users, quel nom de colonne est typique pour la clé étrangère ?",user_id,users,id_user_name,booking_user_key,Rails,easy,rails_associations,Web Dev & IA Quiz
Pourquoi utiliser dependent: :destroy sur une association has_many ?,Pour supprimer aussi les enregistrements dépendants si le parent est détruit,Pour créer automatiquement les vues,Pour accélérer le CSS,Pour créer une route REST,Rails,medium,rails_associations,Web Dev & IA Quiz
Quel risque existe avec dependent: :destroy mal utilisé ?,Supprimer beaucoup de données liées sans le vouloir,Empêcher toutes les suppressions,Créer des doublons CSS,Casser GitHub,Rails,hard,rails_associations,Web Dev & IA Quiz
Quelle association est souvent utilisée pour une relation plusieurs-à-plusieurs simple via une table de jointure ?,has_many :through,belongs_to_many,has_join_table_only,many_to_many_direct,Rails,hard,rails_associations,Web Dev & IA Quiz
Pourquoi préférer has_many :through à une relation directe mal modélisée ?,Pour représenter explicitement la table intermédiaire et sa logique,Pour éviter toute migration,Pour supprimer les modèles,Pour remplacer SQL par HTML,Rails,hard,rails_associations,Web Dev & IA Quiz
Quelle validation Rails vérifie qu'un champ est rempli ?,presence: true,required: yes,filled: true,not_blank_html,Rails,easy,rails_validations,Web Dev & IA Quiz
Quelle validation Rails peut vérifier qu'une valeur est unique ?,uniqueness: true,unique_value: true,single: true,only_one: true,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation Rails peut vérifier un format comme un email ?,format,shape,pattern_css,regex_route,Rails,medium,rails_validations,Web Dev & IA Quiz
Pourquoi les validations Rails sont-elles utiles ?,Pour empêcher l'enregistrement de données invalides,Pour styliser automatiquement les formulaires,Pour créer des routes plus courtes,Pour remplacer Git,Rails,easy,rails_validations,Web Dev & IA Quiz
Pourquoi ajouter une contrainte en base en plus d'une validation d'unicité Rails ?,Pour éviter les doublons même en cas de requêtes concurrentes,Pour générer automatiquement des vues,Pour changer la couleur des erreurs,Pour empêcher les migrations,Rails,hard,rails_validations,Web Dev & IA Quiz
Où place-t-on généralement les validations Rails ?,Dans le modèle,Dans la vue uniquement,Dans routes.rb,Dans le Gemfile uniquement,Rails,easy,rails_validations,Web Dev & IA Quiz
Que contient généralement object.errors après une validation échouée ?,Les erreurs de validation de l'objet,Les routes manquantes,Les fichiers CSS inutilisés,Les commits non poussés,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation peut limiter une valeur à une liste autorisée ?,inclusion,presence,render,redirect,Rails,medium,rails_validations,Web Dev & IA Quiz
À quoi sert une migration Rails ?,À faire évoluer le schéma de la base de données,À créer automatiquement le design,À fusionner une branche Git,À générer une image,Rails,easy,rails_migrations,Web Dev & IA Quiz
Quelle commande applique les migrations en attente ?,rails db:migrate,rails db:update_schema,rails migrate now,rails schema apply,Rails,easy,rails_migrations,Web Dev & IA Quiz
Quelle commande annule généralement la dernière migration ?,rails db:rollback,rails db:undo_all,rails migration:back,rails db:previous,Rails,medium,rails_migrations,Web Dev & IA Quiz
Quel fichier reflète l'état actuel du schéma de la base dans Rails ?,db/schema.rb,config/schema.rb,app/schema.rb,db/routes.rb,Rails,medium,rails_migrations,Web Dev & IA Quiz
Pourquoi faut-il éviter de modifier une ancienne migration déjà partagée en équipe ?,Parce que les autres environnements peuvent l'avoir déjà exécutée,Parce que Rails interdit tous les changements de fichiers,Parce que Git supprime les migrations anciennes,Parce que les migrations ne servent qu'au CSS,Rails,hard,rails_migrations,Web Dev & IA Quiz
Quelle commande crée souvent une migration Rails ?,rails generate migration,rails create schema,rails db:new_column,rails migration make,Rails,easy,rails_migrations,Web Dev & IA Quiz
"Dans une migration, que fait add_column ?",Ajoute une colonne à une table existante,Supprime une table,Crée un contrôleur,Ajoute une route,Rails,easy,rails_migrations,Web Dev & IA Quiz
"Dans une migration, que fait add_reference ?",Ajoute une référence souvent utilisée comme clé étrangère,Ajoute une image à une vue,Ajoute un helper CSS,Ajoute un fichier Git,Rails,medium,rails_migrations,Web Dev & IA Quiz
À quoi sert db/seeds.rb ?,À créer des données de départ,À définir les routes,À stocker les vues,À compiler le CSS,Rails,easy,rails_misc,Web Dev & IA Quiz
Quelle commande exécute le fichier db/seeds.rb ?,rails db:seed,rails seed:run,rails data:create,ruby db/seeds,Rails,easy,rails_misc,Web Dev & IA Quiz
Pourquoi les seeds sont-ils utiles en développement ?,Pour remplir rapidement la base avec des données de test,Pour remplacer les validations,Pour déployer automatiquement,Pour supprimer les migrations,Rails,medium,rails_misc,Web Dev & IA Quiz
À quoi sert le Gemfile dans un projet Rails ?,À déclarer les dépendances Ruby du projet,À stocker les routes,À écrire les vues,À définir les tables SQL,Rails,easy,rails_misc,Web Dev & IA Quiz
Quelle commande installe les gems déclarées dans le Gemfile ?,bundle install,rails gems install,gemfile run,bundle start,Rails,easy,rails_misc,Web Dev & IA Quiz
Pourquoi éviter de mettre des clés API privées directement dans le code Rails ?,Parce qu'elles peuvent être exposées dans le dépôt,Parce que Rails ne sait pas lire les chaînes,Parce que CSS les rend visibles,Parce que les migrations les suppriment,Rails,hard,rails_misc,Web Dev & IA Quiz
Quel mécanisme Rails peut stocker des secrets chiffrés ?,Credentials,Partials,Routes,Helpers,Rails,medium,rails_misc,Web Dev & IA Quiz
Quel risque existe si une clé API est commitée sur GitHub public ?,Elle peut être récupérée et utilisée par d'autres,Elle devient automatiquement plus sécurisée,Elle est supprimée par Rails,Elle se transforme en variable CSS,Rails,hard,rails_misc,Web Dev & IA Quiz
Quel problème de performance Rails est souvent lié au chargement d'associations dans une boucle ?,N+1 queries,CSS overflow,Git conflict,HTML nesting,Rails,hard,rails_misc,Web Dev & IA Quiz
Quelle méthode ActiveRecord peut aider à précharger des associations ?,includes,render,link_to,rollback,Rails,hard,rails_misc,Web Dev & IA Quiz
Pourquoi écrire des tests dans une application Rails ?,Pour vérifier que le comportement attendu reste correct,Pour remplacer tous les développeurs,Pour générer automatiquement le CSS,Pour éviter toute base de données,Rails,medium,rails_misc,Web Dev & IA Quiz
Quel type de test vérifie souvent les validations et méthodes d'un modèle ?,Test de modèle,Test de couleur,Test de branche Git,Test de police,Rails,medium,rails_misc,Web Dev & IA Quiz
Quel outil Rails moderne permet de rendre des interactions plus dynamiques sans écrire beaucoup de JavaScript ?,Hotwire,ActiveStorage,ActionMailer,Bundler,Rails,medium,rails_misc,Web Dev & IA Quiz
"Dans Hotwire, quel outil permet de remplacer ou mettre à jour des morceaux de page ?",Turbo,Gemfile,SQLite,ERB uniquement,Rails,medium,rails_misc,Web Dev & IA Quiz
À quoi sert Stimulus dans l'écosystème Rails moderne ?,À ajouter du comportement JavaScript léger et structuré,À créer des migrations SQL,À remplacer ActiveRecord,À écrire des tests Ruby uniquement,Rails,medium,rails_misc,Web Dev & IA Quiz
Quelle méthode ActiveRecord permet de sélectionner uniquement certaines colonnes sous forme de tableau simple ?,pluck,select,where,map,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord retourne une relation avec un ordre défini ?,order,sort,rank,arrange,Rails,easy,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord limite le nombre de résultats retournés ?,limit,take_only,slice,maximum,Rails,easy,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord ignore un certain nombre de résultats ?,offset,skip_only,after,jump,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord permet de vérifier l'existence d'au moins un résultat ?,exists?,present_record?,has_rows?,found?,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord compte les enregistrements en base ?,count,length,size_only,totalize,Rails,easy,rails_activerecord,Web Dev & IA Quiz
Quelle différence principale existe entre count et length sur une relation non chargée ?,"count interroge la base, length charge souvent les objets",length interroge toujours sans charger,count retourne toujours un tableau,Ils sont strictement identiques,Rails,hard,rails_activerecord,Web Dev & IA Quiz
Quelle méthode peut éviter de charger des objets complets si on veut seulement des ids ?,ids,all,map(&:id) toujours meilleur,select_all,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode ActiveRecord permet de trouver ou créer un enregistrement selon des attributs ?,find_or_create_by,create_or_find_all,where_or_new,find_then_save,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode lève une exception si la création échoue avec validations ?,create!,create,new,build,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle différence existe entre save et save! ?,save! lève une exception en cas d'échec,save lève toujours une exception,save! ignore les validations,Ils sont identiques,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode permet de mettre à jour un enregistrement et retourner true ou false ?,update,update!,save_only,change,Rails,medium,rails_activerecord,Web Dev & IA Quiz
Quelle méthode permet de mettre à jour une colonne en contournant les validations avec prudence ?,update_column,update,save,assign_attributes,Rails,hard,rails_activerecord,Web Dev & IA Quiz
Pourquoi utiliser update_column avec prudence ?,Il peut contourner validations et callbacks,Il déclenche trop de validations,Il supprime l'objet,Il crée automatiquement une migration,Rails,hard,rails_activerecord,Web Dev & IA Quiz
Quelle méthode assigne des attributs sans sauvegarder immédiatement ?,assign_attributes,update,create,insert_all,Rails,medium,rails_activerecord,Web Dev & IA Quiz
"Dans Rails, quelle option permet de renommer l'association côté modèle ?",class_name,alias,model_name,rename_to,Rails,hard,rails_associations,Web Dev & IA Quiz
Quelle option indique une clé étrangère personnalisée dans une association ?,foreign_key,key_name,reference,column_key,Rails,medium,rails_associations,Web Dev & IA Quiz
Quelle option permet de préciser la clé primaire référencée dans certains cas ?,primary_key,main_key,id_key,reference_id,Rails,hard,rails_associations,Web Dev & IA Quiz
Pourquoi utiliser inverse_of sur certaines associations ?,Pour aider Rails à relier correctement les objets en mémoire,Pour créer une table automatiquement,Pour forcer un LEFT JOIN,Pour rendre l'association publique,Rails,hard,rails_associations,Web Dev & IA Quiz
Quelle méthode construit un objet associé sans le sauvegarder immédiatement ?,build,create,save,insert,Rails,medium,rails_associations,Web Dev & IA Quiz
Quelle méthode crée et sauvegarde directement un objet associé ?,create,build,new_only,attach,Rails,medium,rails_associations,Web Dev & IA Quiz
"Dans user.posts.build, que fait Rails généralement ?",Il prépare un post déjà lié à user,Il sauvegarde forcément le post,Il supprime les anciens posts,Il crée une migration,Rails,medium,rails_associations,Web Dev & IA Quiz
Quelle option peut empêcher la destruction d'un parent si des enfants existent ?,dependent: :restrict_with_error,dependent: :destroy,dependent: :nullify,dependent: :delete_all,Rails,hard,rails_associations,Web Dev & IA Quiz
Que fait dependent: :nullify ?,Met la clé étrangère des enfants à NULL si possible,Supprime toujours les enfants,Empêche toujours la suppression du parent,Copie les enfants dans une autre table,Rails,hard,rails_associations,Web Dev & IA Quiz
Pourquoi dependent: :delete_all est plus risqué que dependent: :destroy ?,Il supprime sans déclencher les callbacks des enfants,Il ne supprime rien,Il valide chaque enfant lentement,Il crée un soft delete,Rails,hard,rails_associations,Web Dev & IA Quiz
Quelle commande crée une migration pour ajouter une colonne ?,rails generate migration AddNameToUsers name:string,rails db:add name users,rails generate column users name,rails migrate users name,Rails,easy,rails_migrations,Web Dev & IA Quiz
Quelle méthode de migration crée une table ?,create_table,new_table,add_table,make_table,Rails,easy,rails_migrations,Web Dev & IA Quiz
Quelle méthode de migration supprime une table ?,drop_table,remove_table,delete_table,destroy_table,Rails,medium,rails_migrations,Web Dev & IA Quiz
Quelle méthode de migration renomme une colonne ?,rename_column,change_column_name,rename_field,alter_name,Rails,medium,rails_migrations,Web Dev & IA Quiz
Quelle méthode de migration change le type ou les options d'une colonne ?,change_column,update_column,modify_field,set_column,Rails,medium,rails_migrations,Web Dev & IA Quiz
Quelle méthode ajoute un index en migration ?,add_index,create_index,index_column,set_index,Rails,medium,rails_migrations,Web Dev & IA Quiz
Pourquoi ajouter un index sur une clé étrangère souvent utilisée ?,Pour améliorer les recherches et associations fréquentes,Pour rendre la clé étrangère obligatoire,Pour créer la relation Rails automatiquement,Pour remplacer les validations,Rails,medium,rails_migrations,Web Dev & IA Quiz
Quelle option rend un index unique ?,unique: true,distinct: true,only_one: true,single: true,Rails,medium,rails_migrations,Web Dev & IA Quiz
Pourquoi une migration irréversible pose problème ?,Rails ne peut pas toujours revenir en arrière automatiquement,Elle empêche db:migrate,Elle supprime schema.rb,Elle rend les modèles invalides,Rails,hard,rails_migrations,Web Dev & IA Quiz
Quelle méthode peut rendre une migration réversible explicitement ?,reversible,rollbackable,undoable,reverse_migration,Rails,hard,rails_migrations,Web Dev & IA Quiz
Quelle option limite resources aux actions index et show ?,"only: [:index, :show]","actions: [:index, :show]","limit: [:index, :show]","except: [:new, :edit] uniquement",Rails,medium,rails_routes,Web Dev & IA Quiz
Quelle option exclut certaines actions d'un resources ?,except,without,exclude,skip_actions,Rails,medium,rails_routes,Web Dev & IA Quiz
Quelle route REST correspond souvent à GET /articles/new ?,new,create,edit,show,Rails,easy,rails_routes,Web Dev & IA Quiz
Quelle route REST correspond souvent à GET /articles/:id/edit ?,edit,update,new,index,Rails,easy,rails_routes,Web Dev & IA Quiz
Quelle helper Rails correspond souvent à la liste des articles ?,articles_path,article_path,articles_url_id,index_articles,Rails,easy,rails_routes,Web Dev & IA Quiz
Quelle helper Rails correspond souvent à un article précis ?,article_path(article),articles_path(article),article_show_path,show_article_url_only,Rails,easy,rails_routes,Web Dev & IA Quiz
Quelle différence existe souvent entre _path et _url ?,"_url génère une URL complète, _path un chemin relatif","_path est externe, _url est local",_url ne marche qu'en développement,Ils sont identiques partout,Rails,medium,rails_routes,Web Dev & IA Quiz
Pourquoi éviter trop de routes member custom ?,Elles peuvent rendre le design REST moins clair,Rails les interdit,Elles remplacent les contrôleurs,Elles suppriment les helpers,Rails,hard,rails_routes,Web Dev & IA Quiz
Quelle option crée une route sur une ressource précise dans resources ?,member,collection,single,resource_only,Rails,hard,rails_routes,Web Dev & IA Quiz
Quelle option crée une route liée à la collection entière ?,collection,member,global,all_resources,Rails,hard,rails_routes,Web Dev & IA Quiz
"Dans un contrôleur, quelle méthode rend souvent une réponse JSON ?",render json:,respond_json,json_render,to_json_view,Rails,easy,rails_controllers,Web Dev & IA Quiz
Quelle méthode permet d'indiquer un statut HTTP avec render ?,status:,code:,http:,response_code:,Rails,medium,rails_controllers,Web Dev & IA Quiz
"Dans Rails, que fait head :no_content ?",Renvoie une réponse sans corps avec statut 204,Affiche le layout sans vue,Redirige vers root,Supprime le body HTML,Rails,medium,rails_controllers,Web Dev & IA Quiz
Pourquoi éviter trop de logique métier dans un contrôleur ?,Le contrôleur devient difficile à tester et maintenir,Rails interdit plus de 7 lignes,Les routes ne fonctionnent plus,Les vues disparaissent,Rails,medium,rails_controllers,Web Dev & IA Quiz
Quelle méthode peut limiter l'accès à certaines actions avant exécution ?,before_action,before_filter_sql,guard_action,preload_action,Rails,easy,rails_controllers,Web Dev & IA Quiz
Comment appliquer un before_action seulement à certaines actions ?,only:,for:,actions_only:,limit_to:,Rails,medium,rails_controllers,Web Dev & IA Quiz
Comment exclure certaines actions d'un before_action ?,except:,without:,exclude_only:,skip: always,Rails,medium,rails_controllers,Web Dev & IA Quiz
Quelle méthode Rails peut sauter un before_action hérité ?,skip_before_action,remove_before_action,ignore_action,disable_filter,Rails,hard,rails_controllers,Web Dev & IA Quiz
Pourquoi gérer les erreurs de save dans un contrôleur ?,Pour afficher ou renvoyer les validations échouées,Pour éviter les migrations,Pour créer une route fallback,Pour ignorer les paramètres,Rails,easy,rails_controllers,Web Dev & IA Quiz
Quel risque existe si on autorise params sans filtrage ?,Mass assignment non souhaité,Requête N+1,Erreur de migration,Conflit Git,Rails,hard,rails_controllers,Web Dev & IA Quiz
Quel helper Rails affiche une image ?,image_tag,img_tag,picture_to,asset_image,Rails,easy,rails_views,Web Dev & IA Quiz
Quel helper Rails crée un bouton de formulaire ?,button_tag,link_to,image_tag,render_tag,Rails,easy,rails_views,Web Dev & IA Quiz
Quel helper Rails peut afficher un formulaire lié à un modèle ?,form_with model:,form_for_model only,model_form,input_for,Rails,medium,rails_views,Web Dev & IA Quiz
Pourquoi utiliser des partials avec des locals ?,Pour réutiliser une vue avec des données explicites,Pour créer une migration,Pour éviter les helpers,Pour cacher les erreurs,Rails,medium,rails_views,Web Dev & IA Quiz
Quelle syntaxe render affiche souvent un partial _card.html.erb ?,render 'card',render '_card.html.erb' always,partial_to 'card',show_partial card,Rails,easy,rails_views,Web Dev & IA Quiz
Comment passer une variable locale title à un partial ?,locals: { title: title },params: { title: title },data: title,with title,Rails,medium,rails_views,Web Dev & IA Quiz
Quel dossier contient souvent les layouts Rails ?,app/views/layouts,app/layouts,views/templates,config/layouts,Rails,easy,rails_views,Web Dev & IA Quiz
Quel fichier layout est souvent utilisé par défaut ?,application.html.erb,main.html.erb,layout.rb,default.erb.html,Rails,easy,rails_views,Web Dev & IA Quiz
Pourquoi éviter trop de Ruby complexe dans ERB ?,La vue devient difficile à lire et maintenir,ERB ne supporte aucune condition,Rails bloque les boucles,Le HTML devient JSON,Rails,medium,rails_views,Web Dev & IA Quiz
Quelle méthode peut rendre du HTML non échappé et doit être utilisée avec prudence ?,raw,safe_render,html_output,unsafe_html,Rails,hard,rails_views,Web Dev & IA Quiz
Quelle validation impose une longueur minimale ?,length: { minimum: ... },min_length: true,size_min:,minimum: true,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation limite une longueur maximale ?,length: { maximum: ... },max_length: true,size_max:,maximum: true,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation vérifie qu'une valeur appartient à une liste ?,inclusion,inside,included_in_list,member,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation vérifie qu'une valeur n'appartient pas à une liste ?,exclusion,outside,not_included,reject_value,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle validation vérifie une valeur numérique ?,numericality,number,numeric,integer_only,Rails,medium,rails_validations,Web Dev & IA Quiz
Comment demander qu'un nombre soit entier avec numericality ?,only_integer: true,integer: yes,whole: true,int_only: true,Rails,hard,rails_validations,Web Dev & IA Quiz
Pourquoi une validation uniqueness seule peut être insuffisante ?,Une concurrence peut créer un doublon sans index unique,Elle ne marche jamais,Elle ne fonctionne que sur strings,Elle ignore toujours nil,Rails,hard,rails_validations,Web Dev & IA Quiz
Comment renforcer une validation d'unicité en base ?,Ajouter un index unique,Ajouter presence true,Créer un callback,Utiliser attr_reader,Rails,medium,rails_validations,Web Dev & IA Quiz
Quelle option permet un message de validation personnalisé ?,message:,error_text:,custom_message:,validation_label:,Rails,medium,rails_validations,Web Dev & IA Quiz
Pourquoi garder des messages de validation clairs ?,Pour aider l'utilisateur à corriger ses données,Pour accélérer SQL,Pour éviter les routes,Pour supprimer les tests,Rails,easy,rails_validations,Web Dev & IA Quiz
"Dans Rails, pourquoi le modèle ne devrait-il pas gérer l'affichage HTML ?",Ce n'est pas sa responsabilité dans MVC,Rails l'interdit techniquement,Le modèle ne peut pas contenir de méthodes,HTML ne fonctionne qu'en contrôleur,Rails,medium,rails_mvc,Web Dev & IA Quiz
Pourquoi une vue ne devrait-elle pas contenir de logique métier complexe ?,Elle doit rester centrée sur la présentation,ERB interdit toute logique,Rails supprime les vues complexes,Le navigateur refuse les boucles,Rails,medium,rails_mvc,Web Dev & IA Quiz
Quel objet est souvent adapté pour isoler une logique métier complexe ?,Service Object,Route Object,View Object only,Migration Object,Rails,hard,rails_mvc,Web Dev & IA Quiz
Quelle approche peut aider à éviter un modèle trop gros ?,Extraire des objets de service ou modules cohérents,Déplacer toute la logique dans les vues,Tout mettre dans routes.rb,Supprimer les validations,Rails,hard,rails_mvc,Web Dev & IA Quiz
Quel risque existe avec un callback modèle trop puissant ?,Des effets de bord difficiles à comprendre,Une route manquante,Un CSS invalide,Un conflit Git automatique,Rails,hard,rails_mvc,Web Dev & IA Quiz
Pourquoi nommer clairement les responsabilités des classes Rails ?,"Pour faciliter maintenance, tests et collaboration",Pour accélérer Puma,Pour remplacer SQL,Pour éviter les migrations,Rails,medium,rails_mvc,Web Dev & IA Quiz
Quelle couche MVC reçoit généralement params ?,Controller,Model,View,Migration,Rails,easy,rails_mvc,Web Dev & IA Quiz
Quelle couche MVC contient généralement les validations ?,Model,View,Controller,Layout,Rails,easy,rails_mvc,Web Dev & IA Quiz
Quelle couche MVC construit généralement la réponse utilisateur ?,View,Model,Migration,Schema,Rails,easy,rails_mvc,Web Dev & IA Quiz
Pourquoi Rails privilégie la convention plutôt que la configuration ?,Pour réduire les décisions répétitives et accélérer le développement,Pour empêcher toute personnalisation,Pour éviter d'écrire du Ruby,Pour supprimer les bases de données,Rails,medium,rails_mvc,Web Dev & IA Quiz
Quel attribut HTML peut désactiver Turbo sur un lien ou formulaire ?,"data-turbo=""false""","turbo=""off""","data-hotwire=""false""",no-turbo,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Que permet un Turbo Frame ?,Remplacer une portion ciblée de page,Compiler du JavaScript,Créer une migration,Gérer les emails,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Que permet un Turbo Stream ?,Envoyer des opérations de mise à jour HTML,Créer un modèle,Remplacer Git,Écrire du CSS inline,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Quelle action Turbo Stream ajoute du contenu à la fin d'une cible ?,append,add_end,push,insert_last,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Quelle action Turbo Stream remplace complètement une cible ?,replace,swap,change,reload,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Quelle action Turbo Stream met à jour le contenu interne d'une cible ?,update,inner_replace,refresh,content,Rails,hard,rails_hotwire,Web Dev & IA Quiz
"Dans Stimulus, quel attribut relie un élément à un contrôleur ?",data-controller,data-stimulus,controller,js-controller,Rails,easy,rails_hotwire,Web Dev & IA Quiz
"Dans Stimulus, quel attribut relie une action DOM à une méthode ?",data-action,data-method,data-event,stimulus-action,Rails,medium,rails_hotwire,Web Dev & IA Quiz
"Dans Stimulus, que représente une target ?",Un élément nommé utilisable depuis le contrôleur,Une route Rails,Un modèle ActiveRecord,Un fichier CSS,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Pourquoi Hotwire peut être utile dans une app Rails ?,Il ajoute de l'interactivité sans construire une SPA complète,Il remplace ActiveRecord,Il supprime les vues ERB,Il empêche JavaScript,Rails,medium,rails_hotwire,Web Dev & IA Quiz
Quelle protection Rails aide contre les formulaires envoyés depuis un autre site ?,Protection CSRF,Protection N+1,Protection CORS automatique totale,Protection SQL par CSS,Rails,medium,rails_security,Web Dev & IA Quiz
Pourquoi utiliser des paramètres préparés via ActiveRecord est utile ?,Pour réduire le risque d'injection SQL,Pour éviter toutes les validations,Pour remplacer les migrations,Pour rendre les vues plus rapides,Rails,medium,rails_security,Web Dev & IA Quiz
Quel risque existe avec raw sur du contenu utilisateur ?,XSS,CSRF uniquement,N+1 query,Deadlock Git,Rails,hard,rails_security,Web Dev & IA Quiz
Pourquoi ne jamais stocker un mot de passe en clair ?,Une fuite exposerait directement les mots de passe,Rails l'interdit toujours automatiquement,Cela empêche les sessions,Cela casse les routes,Rails,easy,rails_security,Web Dev & IA Quiz
Quel mécanisme Rails est souvent utilisé pour hasher des mots de passe ?,has_secure_password,secure_passwords_only,password_hash_tag,bcrypt_view,Rails,medium,rails_security,Web Dev & IA Quiz
Que signifie LLM ?,Large Language Model,Long Learning Machine,Language Logic Manager,Large Learning Matrix,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Quel est le rôle principal d'un LLM ?,Prédire les prochains tokens plausibles,Exécuter directement du code machine,Gérer une base SQL,Compiler du HTML,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un LLM peut-il répondre à des sujets variés ?,Il a appris des régularités sur un très grand corpus,Il consulte toujours Internet,Il possède toutes les bases de données,Il exécute tous les logiciels existants,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Qu'est-ce qu'une hallucination dans un LLM ?,Une information inventée présentée comme vraie,Une erreur réseau,Une panne du GPU,Une conversation supprimée,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Pourquoi deux exécutions du même prompt peuvent-elles produire des réponses différentes ?,La génération repose sur des probabilités,Le modèle change d'entraînement à chaque requête,La base SQL est modifiée,Les tokens expirent,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un LLM peut-il produire une réponse convaincante mais fausse ?,Il optimise la plausibilité du texte plutôt que la vérité,Il refuse les vérifications,Il ne connaît pas les langues naturelles,Il ne peut pas manipuler de texte,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Que prédit réellement un LLM pendant la génération ?,Le token suivant,La phrase complète d'un coup,La réponse finale avant calcul,Le score de vérité,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un LLM n'est-il pas une base de données classique ?,Il génère du texte à partir de motifs appris,Il stocke chaque réponse utilisateur,Il exécute uniquement des requêtes SQL,Il ne traite que des chiffres,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi les données d'entraînement influencent-elles les performances d'un modèle ?,Elles déterminent les motifs qu'il a appris,Elles augmentent seulement la vitesse,Elles remplacent les prompts,Elles créent automatiquement des agents,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Que signifie généralement un modèle plus grand ?,Davantage de paramètres et de capacité de représentation,Plus de fenêtres ouvertes,Plus de bases SQL,Plus de cartes graphiques chez l'utilisateur,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un modèle spécialisé peut-il surpasser un modèle généraliste sur une tâche donnée ?,Son entraînement est plus ciblé,Il possède toujours plus de paramètres,Il utilise moins de tokens,Il ne génère jamais d'erreurs,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi les réponses d'un LLM ne doivent-elles pas être considérées comme toujours exactes ?,Le modèle ne garantit pas la véracité des informations,Les modèles refusent les faits,Les tokens sont aléatoires,Les réponses viennent d'utilisateurs précédents,IA,easy,ai_llm_basics,Web Dev & IA Quiz
Quel avantage principal apporte un modèle multimodal ?,Traiter plusieurs types de données comme texte et images,Augmenter automatiquement le contexte,Créer des embeddings sans calcul,Supprimer les hallucinations,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Pourquoi un LLM peut-il être performant sur du code sans être un compilateur ?,Il a appris des motifs de programmation,Il exécute chaque programme pendant l'entraînement,Il contient tous les dépôts GitHub,Il remplace le langage compilé,IA,medium,ai_llm_basics,Web Dev & IA Quiz
Quel est l'intérêt d'évaluer un modèle sur des benchmarks ?,Mesurer ses performances de manière comparable,Réduire le nombre de tokens,Créer des prompts automatiquement,Augmenter sa mémoire,IA,medium,ai_llm_basics,Web Dev & IA Quiz
