question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3,category,difficulty,source
Combien d'octets contient un seul kibioctet ?,1024,2400,1000,1240,Sciences : Informatique,medium,Open Trivia DB
Laquelle de ces chansons ne figure PAS sur l'album 21st Century Breakdown de Green Day ?,C'est une rebelle,Connaître son ennemi,¿Viva la Gloria? (Petite fille),Avant la lobotomie,Divertissement : Musique,medium,Open Trivia DB
Quelle est la ville qui abrite le gouvernement des Pays-Bas ?,La Haye,Amsterdam,Utrecht,Rotterdam,Politique,medium,Open Trivia DB
"Lequel de ces personnages n'est pas jouable dans ""Enter The Gungeon"" ?",Le lourd,La balle,Le robot,Le Cultiste,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans le jeu Overwatch, lequel des 4 héros suivants est originaire du Brésil ?",Lúcio,Sombra,McCree,Symmetra,Divertissement : Jeux vidéo,medium,Open Trivia DB
Qui a assassiné l'archiduc François-Ferdinand ?,Gavrilo Princip,Nedeljko Čabrinović,Oskar Potiorek,Ferdinand Cohen-Aveugle,Histoire,medium,Open Trivia DB
Quelle chanson du groupe MAN WITH A MISSION a été utilisée comme générique d'ouverture de l'anime « Log Horizon » ?,"""Base de données""","""Impasse à Tokyo""","""Levez votre drapeau""","""Incontrôlable""",Divertissement : Musique,medium,Open Trivia DB
"Quel est le titre du morceau instrumental du groupe The Allman Brothers Band utilisé comme thème de l'émission automobile de la BBC, 'Top Gear' ?",Jessica,Angela,Érica,Sandra,Divertissement : Télévision,medium,Open Trivia DB
Quel personnage des films Winnie l'Ourson a été ajouté par Disney et n'apparaît pas dans les livres originaux ?,Gopher,Tigrou,Heffalumps,Lapin,Divertissement : Film,medium,Open Trivia DB
Laquelle de ces personnes ne fait PAS partie du groupe humoristique Internet Mega64 ?,Jon Jafari,Rocco Botte,Derrick Acosta,Shawn Chatfield,célébrités,medium,Open Trivia DB
Quel nom a été donné à Android 4.3 ?,Dragée,Sucette,Nutella,Froyo,Sciences : Informatique,medium,Open Trivia DB
Comment s'appelle la guitare de Brian May ?,Spécial Rouge,Spécial bleu,Spécial Vert,Spécial jaune,Divertissement : Musique,medium,Open Trivia DB
"Dans le roman « Le Seigneur des Anneaux », combien d'anneaux de pouvoir ont été donnés à la race humaine ?",9,5,11,13,Divertissement : Livres,medium,Open Trivia DB
Quel âge avait Muhammad Ali lorsqu'il est décédé ?,74,61,Il est toujours en vie,56,célébrités,medium,Open Trivia DB
Dans laquelle de ces émissions de télévision le chef Gordon Ramsay n'est-il pas apparu ?,Chasseurs de primes,Les cauchemars en cuisine de Ramsay,Hôtel Hell,Hell's Kitchen,célébrités,medium,Open Trivia DB
Quelle chanson de l'album Black Face LP de ScHoolboy Q met en vedette Kanye West ?,Cette partie,Neva Change,Gros corps,Visage vide,Divertissement : Musique,medium,Open Trivia DB
Qui est le créateur du manga « One Piece » ?,Eiichirō Oda,Yoshihiro Togashi,Hayao Miyazaki,Masashi Kishimoto,Divertissement : Anime et manga japonais,medium,Open Trivia DB
"Dans le jeu vidéo « Kingdom Hearts » de 2002, combien de mondes jouables y avait-il ?",14,13,16,11,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans « Breaking Bad », quel personnage principal devait mourir dans la saison 1, mais ne l'a pas fait parce que le créateur de la série appréciait l'acteur ?",Jesse Pinkman,Saul Goodman,Gus Fring,Hank Schrader,Divertissement : Télévision,medium,Open Trivia DB
Qui est le créateur de Geometry Dash ?,Robert Topala,Scott Cawthon,Adam Engels,Andrew Spinks,Divertissement : Jeux vidéo,medium,Open Trivia DB
Dans quel comté anglais se trouve Stonehenge ?,Wiltshire,Somerset,Cumbria,Herefordshire,Géographie,medium,Open Trivia DB
Quel est le nom du thème musical de Ryūko Matoi dans l'anime Kill la Kill ?,Avant que mon corps ne soit sec,Ne vous égarez pas,Jusqu'à ma mort,Suce ton sang,Divertissement : Anime et manga japonais,medium,Open Trivia DB
"Quand L. L. Zamenhof a-t-il publié pour la première fois « Unua Libro », la première publication décrivant sa langue internationale, l'espéranto ?",1887,1897,1905,1915,Histoire,medium,Open Trivia DB
"Dans la mythologie grecque, avec quel animal la reine Pasipahe a-t-elle couché avant de donner naissance au Minotaure ?",Taureau,Cochon,Bœuf,Cheval,Mythologie,medium,Open Trivia DB
La guerre de Corée a commencé en quelle année ?,1950,1945,1960,1912,Histoire,medium,Open Trivia DB
Quel acolyte de Batman est le fils de Talia al Ghul ?,Damian Wayne,Dick Grayson,Tim Drake,Jason Todd,Divertissement : Bandes dessinées,medium,Open Trivia DB
"Dans la mythologie grecque, qui a tué Achille ?",Paris,Hector,Hélène,Périclès,Mythologie,medium,Open Trivia DB
Dans quel comté anglais se trouve l'Université d'East Anglia ?,Norfolk,Suffolk,Essex,Cambridgeshire,Géographie,medium,Open Trivia DB
"Quelle partie d'un moteur automobile utilise des lobes pour ouvrir et fermer les soupapes d'admission et d'échappement, et permet à un mélange air/carburant de pénétrer dans le moteur ?",Arbre à cames,Piston,Arbre de transmission,vilebrequin,Véhicules,medium,Open Trivia DB
Qui était le rival de Firestorm lors de la première diffusion de Robot Wars au Royaume-Uni ?,Crise de panique,Razer,Chaos 2,Disque Hypno,Divertissement : Télévision,medium,Open Trivia DB
"Dans Kingdom Hearts, lequel des personnages suivants ne peut PAS manier une Keyblade ?",Larxène,Xéhanort,Léa,Mickey,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel pays africain a le portugais comme langue officielle ?,Mozambique,Botswana,Gabon,Aller,Géographie,medium,Open Trivia DB
"Quelle est la capitale de l'État de Washington, aux États-Unis ?",Olympie,Washington D.C.,Seattle,Yukon,Géographie,medium,Open Trivia DB
Bela Lugosi était un acteur hungaro-américain surtout connu pour son rôle principal dans quel film d'horreur de 1931 ?,Comte Dracula,Docteur Frankenstein,loup-garou,La Créature du lac noir,Divertissement : Film,medium,Open Trivia DB
Quel est le grade le plus élevé que l'on puisse obtenir en taekwondo ?,Noir,Blanc,Rouge,Vert,Sportif,medium,Open Trivia DB
"Qui a cofondé la chaîne YouTube de Let's Play « Game Grumps » avec Egoraptor, animateur sur Newgrounds ?",JonTron,Pewdiepie,Tobuscus,Markiplier,Divertissement : Télévision,medium,Open Trivia DB
Lequel de ces pays ne faisait PAS partie de l'Union soviétique ?,Afghanistan,Turkménistan,Kazakhstan,Ouzbékistan,Histoire,medium,Open Trivia DB
Quel ancien président américain a utilisé « Make America Great Again » comme slogan de campagne avant celui de Donald Trump ?,Ronald Reagan,Jimmy Carter,Gerald Ford,Richard Nixon,Politique,medium,Open Trivia DB
"En quelle année se déroule la partie 7 de ""JoJo's Bizarre Adventure"" ?",1890,1888,1999,2003,Divertissement : Anime et manga japonais,medium,Open Trivia DB
"Dans le jeu de stratégie mondiale « Sid Meier's Civilization », un bug de programmation a fait que la représentation de Gandhi par l'IA a fait laquelle des choses suivantes ?",Adoptez une attitude agressive et lancez des frappes nucléaires.,Commencez à parler en allemand,Devenez amical et échangez toute sa richesse.,Lancer des attaques contre ses propres villes et ses propres biens,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel groupe de rock populaire a un batteur manchot ?,Def Leppard,Les Beatles,Lynyrd Skynyrd,Étranger,Divertissement : Musique,medium,Open Trivia DB
Qu'est-ce qu'un « dakimakura » ?,Un oreiller de corps,"Un repas chinois, essentiellement composé de poisson",Une posture de yoga,Un mot utilisé pour décrire deux personnes qui s'aiment vraiment.,Connaissances générales,medium,Open Trivia DB
Quel constructeur automobile a remporté les 24 Heures du Mans 2016 ?,Porsche,Toyota,Audi,Ferrari,Sportif,medium,Open Trivia DB
"Dans Minecraft, quels types de fichiers audio sont nécessaires pour que les effets sonores personnalisés fonctionnent dans les packs de ressources ?",.ogg,.wav,.mp3,.classe,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Qu'est-ce qui a poussé Jake Lloyd, qui incarnait Anakin Skywalker dans La Menace fantôme, à quitter le métier d'acteur ?",Intimidation,casier judiciaire,Nomination pour le pire acteur,Racisme,célébrités,medium,Open Trivia DB
Quel est le nom de la mère de Cream le lapin dans la série « Sonic le Hérisson » ?,Vanille,Pêche,Fraise,Menthe,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quelle est la représentation alphanumérique du nombre imaginaire ?,je,e,n,x,Sciences : Mathématiques,medium,Open Trivia DB
"Après l'Inde, quel est le deuxième pays qui produit le plus de films par an ?",Nigeria,États-Unis,Chine,France,Divertissement : Film,medium,Open Trivia DB
"Dans la série humoristique « Trailer Park Boys », lequel des personnages suivants s'occupe des chats errants ?",Bulles,Ricky,julien,Excité,Divertissement : Télévision,medium,Open Trivia DB
Quel est le vrai nom de Michael Keaton ?,Michael Douglas,Michael Fox,Michael Richards,Michael Kane,Divertissement : Film,medium,Open Trivia DB
Quel catcheur professionnel a trouvé la mort en tombant des poutres du chapiteau lors d'un événement en direct diffusé en paiement à la séance en 1999 ?,Owen Hart,Chris Benoit,Lex Luger,Al Snow,Sportif,medium,Open Trivia DB
Quel est le nom du navire espion de l'US Navy qui a été attaqué et capturé par les forces nord-coréennes en 1968 ?,USS Pueblo,USS Caroline du Nord,USS Constitution,USS Indianapolis,Histoire,medium,Open Trivia DB
De quelle couleur brillent les yeux des zombies sur la carte « Nuketown » du mode Zombies de « Call of Duty : Black Ops II » ?,Jaune et bleu,Jaune et rouge,Rouge et bleu,Bleu et blanc,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel système d'exploitation a été commercialisé en premier ?,Mac OS,Windows,Linux,OS/2,Sciences : Informatique,medium,Open Trivia DB
"Parmi ces actrices, laquelle est la plus jeune ?",Kiernan Shipka,Ariel Winter,Emma Watson,Bonnie Wright,célébrités,medium,Open Trivia DB
Quels sont les plus petits vaisseaux sanguins du corps humain ?,Capillaires,Artérioles,Veinules,Système lymphatique,Science et nature,medium,Open Trivia DB
"Dans l'anime « Gintama », quel accessoire/vêtement désigne communément le personnage de Shinpachi ?",Lunettes,Anneau de nez,T-shirt,Sous-vêtement,Divertissement : Anime et manga japonais,medium,Open Trivia DB
"Quel animal figure sur le logo d'Abarth, la division sport automobile de Fiat ?",Scorpion,Serpent,Taureau,Cheval,Véhicules,medium,Open Trivia DB
"Lequel de ces titres n'est PAS celui d'un album du producteur DJ Khaled, basé à Miami ?",Ne vous jouez jamais de vous-même,Tonalité majeure,Souffrir du succès,J'ai beaucoup changé,Divertissement : Musique,medium,Open Trivia DB
Quand est sorti le Virtual Boy de Nintendo ?,1995,1989,1997,1992,Divertissement : Jeux vidéo,medium,Open Trivia DB
Lequel de ces noms n'est PAS celui d'un personnage jouable dans Apex Legends ?,Vipère,Revenant,Crypto,Wattson,Divertissement : Jeux vidéo,medium,Open Trivia DB
Lequel de ces artistes figure sur l'album Deltron 3030 ?,Dan l'Automatiseur,Lamarr Kendrick,Souris dangereuse,CeeLo Green,Divertissement : Musique,medium,Open Trivia DB
"Quel était un autre titre proposé pour le film de 1985, Retour vers le futur ?",L'astronaute de Pluton,Voyageurs du temps de Hill Valley,Les voyageurs du temps,L'homme chanceux,Divertissement : Film,medium,Open Trivia DB
Quel poète a écrit « La Ballade de la geôle de Reading » alors qu'il était emprisonné pour homosexualité ?,Oscar Wilde,Lord Byron,William Blake,Wilfred Owen,Divertissement : Livres,medium,Open Trivia DB
La guerre de Trente Ans s'est terminée par quel traité ?,Paix de Westphalie,Traité de Versailles,Traité de Paris,Paix de Prague,Histoire,medium,Open Trivia DB
"Quel ancien MOBA, créé par Waystone Games et édité par EA, a été fermé en 2014 ?",Porte de l'Aube,Conflit,Ligue des Légendes,Héros de Newerth,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans « Call Of Duty : Zombies », quel easter egg de quelle carte vous permettra de débloquer le succès « Le temps nous le dira » ?",Shangri-La,Ascension,Lune,Die Rise,Divertissement : Jeux vidéo,medium,Open Trivia DB
La chanson « Do They Know It's Christmas » de Band Aid a été enregistrée pour sensibiliser le public à quel problème en Éthiopie ?,Famine,violations des droits de l'homme,Pollution,Terrorisme,Divertissement : Musique,medium,Open Trivia DB
Laquelle de ces entreprises ne fabrique PAS d'automobiles ?,Ducati,Nissan,GMC,Décret,Connaissances générales,medium,Open Trivia DB
Sur quelle planète se déroule le jeu Freedom Planet (2014) ?,Avalice,Liberté,Galaxytrail,Shang Mu,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Le roman de George Orwell, « La Ferme des animaux », s'inspire de quel événement historique ?",La montée du communisme et la politique de Staline.,L'essor du Japon impérial et sa domination sur le Pacifique.,La montée du fascisme et l'influence d'Hitler.,Le New Deal de Franklin D. Roosevelt et ses effets sur la Grande Dépression.,Divertissement : Livres,medium,Open Trivia DB
Combien de barres de métal faut-il pour forger une armure de plaques dans le MMORPG « RuneScape » ?,5 barres,3 barres,2 barres,10 barres,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel est le nom collectif pour les ours ?,Paresseux,Conduite,Tribu,Décortiquer,Animaux,medium,Open Trivia DB
"Dans l'extension Honest Hearts de Fallout : New Vegas, quel est le nom du pistolet .45 personnel de Joshua Graham ?",Une lumière qui brille dans les ténèbres,Requiem,Marie,Récompense des morts,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel est l'âge de l'univers ?,"13,8 milliards d'années","4,5 milliards d'années","7,9 milliards d'années","16,2 milliards d'années",Science et nature,medium,Open Trivia DB
Qui était un stratège militaire de la période Zhou orientale ?,Sun Tzu,Lu Bu,Gengis Khan,Vlad l'Empaleur,Histoire,medium,Open Trivia DB
"Quel est le plus grand réseau de transport en commun rapide au monde en nombre de stations, avec 472 stations en service ?",Métro de New York,Métro de Shanghai,Métro de Londres,Métro de Berlin,Connaissances générales,medium,Open Trivia DB
"Quel est le nom du protagoniste de l'anime de 2017 ""Land of the Lustrous"" ?",Phosphophyllite,Tourmaline pastèque,Cinabre,Padparadscha,Divertissement : Anime et manga japonais,medium,Open Trivia DB
Où se déroule l'histoire de « The Legend of Zelda : Majora's Mask » ?,Termina,Hyrule,Gysahl,Besaid,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel Beatle ouvrait la marche sur le passage piéton figurant sur la pochette de l'album Abbey Road ?,John,Paul,George,Ringo,Divertissement : Musique,medium,Open Trivia DB
Pourquoi le « Monstre Vert » du Fenway Park a-t-il été construit à l'origine ?,Pour empêcher d'observer les matchs depuis l'extérieur du parc.,Pour rendre les coups de circuit plus difficiles.,Pour afficher des publicités.,Pour offrir des places assises supplémentaires.,Sportif,medium,Open Trivia DB
"Dans No Man's Sky (depuis la mise à jour Beyond), quelles sont les deux ressources nécessaires pour fabriquer de l'antimatière ?",Carbone condensé et métal chromatique,Carburant de lancement Starship et carbone condensé,Ferrite pure et sodium,Boîtier pour cristal de tempête et antimatière,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quel personnage n'est PAS doublé par la comédienne de doublage Tara Strong ?,Bulles (2016),Étincelle crépusculaire,Timmy Turner,Harley Quinn,Divertissement : Télévision,medium,Open Trivia DB
Que signifiait à l'origine le nom du réseau d'anonymat Tor ?,Le routeur Onion,Le seul routeur,Le routeur orange,Le routeur inquiétant,Sciences : Informatique,medium,Open Trivia DB
Quel nom représente la lettre « M » dans l'alphabet phonétique de l'OTAN ?,Micro,Matthieu,Marque,Max,Connaissances générales,medium,Open Trivia DB
Dans quelle pièce de Shakespeare le personnage de Marcellus dit-il : « Il y a quelque chose de pourri au royaume du Danemark » ?,Hamlet,Macbeth,Le roi Lear,La Nuit des Rois,Divertissement : Comédies musicales et théâtres,medium,Open Trivia DB
En quelle année Pokémon Diamant et Perle est-il sorti au Japon ?,2006,2009,2007,2008,Divertissement : Jeux vidéo,medium,Open Trivia DB
Lequel de ces groupes est le plus ancien ?,Pink Floyd,CA/CC,Metallica,Piments rouges forts,Divertissement : Musique,medium,Open Trivia DB
Sur quel continent se situe l'Angola ?,Afrique,Amérique du Sud,Europe,Asie,Géographie,medium,Open Trivia DB
"Sur quel(s) continent(s) se situe précisément l'Espagne, si l'on considère l'ensemble de son territoire ?",Europe et Afrique,"Europe, Afrique et Asie",Europe,Europe et Asie,Géographie,medium,Open Trivia DB
Quel est le nom du chien qui a joué le rôle de Toto dans le film de 1939 « Le Magicien d'Oz » ?,Terry,Tommy,Teddy,Toto,Divertissement : Film,medium,Open Trivia DB
Qui a été le premier gagnant de Big Brother US à remporter la victoire avec un parcours parfait ?,Dan Gheesling,Ian Terry,Jordan Lloyd,Rachael Reilly,Divertissement : Télévision,medium,Open Trivia DB
Qui prête sa voix à Max Payne dans le jeu « Max Payne » sorti en 2001 ?,James McCaffrey,Lac Sam,Troy Baker,Hideo Kojima,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans le film britannique de 1979 « Quadrophenia », quel est le nom de la ville balnéaire que visitent les mods ?",Brighton,Eastbourne,Trou de souris,Bridlington,Divertissement : Film,medium,Open Trivia DB
Qui est le personnage principal de One Piece ?,Luffy,Shanks,Zoro,Fumeur,Divertissement : Anime et manga japonais,medium,Open Trivia DB
Quand est sorti l'album « Purple Rain » de Prince ?,1984,1979,1983,1981,Divertissement : Musique,medium,Open Trivia DB
Quand Nintendo a-t-elle été fondée ?,23 septembre 1889,19 octobre 1891,4 mars 1887,27 décembre 1894,Connaissances générales,medium,Open Trivia DB
Lequel de ces personnages n'apparaît pas dans le jeu « Lethal League » ?,Rex,Changer,Candyman,Sonate,Divertissement : Jeux vidéo,medium,Open Trivia DB
Laquelle des chansons suivantes ne fait PAS partie de la série d'albums SATURATION de BROCKHAMPTON ?,AGNEAU,CANON,MARAIS,BOSSE,Divertissement : Musique,medium,Open Trivia DB
"Quel groupe a connu le succès en 1972 avec les chansons « Baby I'm A Want You », « Everything I Own » et « The Guitar Man » ?",Pain,Amérique,Chicago,Smokey,Divertissement : Musique,medium,Open Trivia DB
Quel était le premier jeu .hack ?,.hack//Infection,.hack//Zéro,.hack//Sign,.hack//Liminalité,Divertissement : Jeux vidéo,medium,Open Trivia DB
Combien de fuseaux horaires compte la Russie ?,11,6,24,16,Géographie,medium,Open Trivia DB
"La médaille Fields, l'une des récompenses les plus convoitées en mathématiques, est décernée tous les combien d'années ?",4,3,5,6,Connaissances générales,medium,Open Trivia DB
"Le jeu d'horreur et de survie de Capcom, Dead Rising, débute canoniquement à quelle date de septembre 2006 ?",19 septembre,21 septembre,30 septembre,14 septembre,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Comment s'appelle cette région qui réunit le Pakistan, l'Inde et la Chine et dont le leadership est inconnu ?",Cachemire,Andorre,Gibraltar,Quin,Géographie,medium,Open Trivia DB
Durant quelle campagne de la guerre de Sécession américaine les troupes de l'Union ont-elles creusé un tunnel sous les troupes confédérées pour y faire exploser des charges ?,Siège de Saint-Pétersbourg,Siège de Vicksburg,Campagne Antietam,Campagne de Gettysburg,Histoire,medium,Open Trivia DB
"Quel est le nom du personnage principal du clip vidéo de ""Shelter"" de Porter Robinson et A-1 Studios ?",Rin,Rem,Ren,Bélier,Divertissement : Musique,medium,Open Trivia DB
"Dans Minecraft, combien d'objets peut-on fondre avec un seul morceau de charbon dans un four ?",8,12,10,6,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans ""Overwatch"", quel est le nom complet du héros McCree ?",Jesse McCree,Jack « McCree » Morrison,Gabriel Reyes,Jamison « Deadeye » Fawkes,Divertissement : Jeux vidéo,medium,Open Trivia DB
Quelle chanson n'est pas de TheFatRat ?,Ascension,Monodie,Aubaine,Puissance infinie !,Divertissement : Musique,medium,Open Trivia DB
Quel était le vrai nom de l'actrice Frances Ethel Gumm ?,Judy Garland,Doris Day,Julie Andrews,Marilyn Monroe,célébrités,medium,Open Trivia DB
"Si Elvis Presley était encore vivant, en quelle année aurait-il fêté son centième anniversaire ?",2035,2030,2040,2045,célébrités,medium,Open Trivia DB
Qui est le principal méchant de Kirby's Return to Dreamland ?,Magolor,Landia,Le roi Dedede,Reine Sectonia,Divertissement : Jeux vidéo,medium,Open Trivia DB
En quelle année l'ouverture 1812 de Tchaïkovski a-t-elle été composée ?,1880,1812,1790,1840,Divertissement : Musique,medium,Open Trivia DB
Qui a interprété le tube « Call Me » pour le film « American Gigolo » de 1980 ?,Blondie,Madone,Tina Turner,Janet Jackson,Divertissement : Musique,medium,Open Trivia DB
Lequel des jeux de société suivants est le plus ancien ?,Aller,Échecs,Mahjong,Shogi,Divertissement : Jeux de société,medium,Open Trivia DB
"Quel est le nom de ce poisson animatronique chanteur très populaire, qui interprète des tubes comme « Don't Worry, Be Happy » ?",Bar à grosse gueule,Gros Billy Bass,Poissons chanteurs,Sardaigne,Connaissances générales,medium,Open Trivia DB
"Dans « Pierre et le Loup » de Prokofiev, le loup lui-même est représenté par un trio de quels instruments de musique ?",cor d'harmonie,Hautbois,Clarinette,Violoncelle,Divertissement : Musique,medium,Open Trivia DB
"Dans « Resident Evil 2 », par quel virus William Birkin a-t-il muté ?",Virus G,Virus T,Virus C,Virus E,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Que signifie l'acronyme CPR, la procédure d'urgence permettant de porter secours à une personne victime d'un arrêt cardiaque ?",réanimation cardiopulmonaire,Soulagement de la douleur chronique,Soulagement de la douleur liée au cancer,taux de prévalence contraceptive,Science et nature,medium,Open Trivia DB
"Parmi les jeux de tir spatial suivants, lequel est sorti en premier ?",Envahisseurs de l'espace,Galaxian,Galaga,Sinistar,Divertissement : Jeux vidéo,medium,Open Trivia DB
En quelle année le jeu de cartes Magic : l'Assemblée a-t-il été lancé ?,1993,1987,1998,2003,Divertissement : Jeux de société,medium,Open Trivia DB
"En quelle année la comète de Halley, qui ne réapparaîtra qu'en 2061, s'est-elle approchée de la Terre pour la dernière fois ?",1986,2001,1942,1909,Connaissances générales,medium,Open Trivia DB
Où l'explorateur portugais Ferdinand Magellan a-t-il été tué en 1521 ?,Les Philippines,Îles Canaries,Guam,Argentine,Histoire,medium,Open Trivia DB
"Quel est le nom de la série dérivée de ""Flash"" et ""Arrow"" mettant en scène une équipe de personnages apparus dans les deux séries ?",Légendes de demain,Héros de demain,La Société de justice d'Amérique,La Société de Justice,Divertissement : Télévision,medium,Open Trivia DB
Quels sont les 6 premiers chiffres du nombre « Pi » ?,"3,14159","3,14169","3,12423","3,25812",Sciences : Mathématiques,medium,Open Trivia DB
Lequel de ces jeux n'est pas sorti en 2016 ?,Metal Gear Solid V,La Division de Tom Clancy,Killing Floor 2,Tueur à gages,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Dans l'épisode « Bandersnatch » de Black Mirror, PAC-MAN signifie :",Programmeur et contrôleur,Centre des demandes d'études supérieures,Homme du Comité d'action politique,Classification physique et astronomique de l'homme,Divertissement : Télévision,medium,Open Trivia DB
Quel sport n'est PAS traditionnellement pratiqué pendant le festival mongol Naadam ?,Football américain,Lutte,Tir à l'arc,Courses hippiques,Sportif,medium,Open Trivia DB
Qui a créé la série Final Fantasy développée par Square Enix ?,Hironobu Sakaguchi,Yuji Horii,Akira Toriyama,Tetsuya Nomura,Divertissement : Jeux vidéo,medium,Open Trivia DB
Qui est le chanteur principal des Smashing Pumpkins ?,Billy Corgan,Oignons Brett,Eddie Vedder,Chino Moreno,Divertissement : Musique,medium,Open Trivia DB
Bridgetown est la capitale de quel pays insulaire des Caraïbes ?,Barbade,Cuba,Jamaïque,Dominique,Géographie,medium,Open Trivia DB
"Lors des invasions mongoles du Japon, par quoi les bateaux mongols étaient-ils principalement arrêtés ?",Typhons,tornades,Dépression économique,Samouraï,Histoire,medium,Open Trivia DB
Laquelle des figures mythologiques mésopotamiennes suivantes n'était PAS une divinité ?,Enkidu,Enki,Enlil,Enkimdu,Mythologie,medium,Open Trivia DB
"Quel morceau de ""Massive Attack"" est utilisé comme thème de ""House"" ?",Larme,Protection,Ange,Lait noir,Divertissement : Télévision,medium,Open Trivia DB
"Dans « Bob l'éponge », quel est le nom complet de M. Krabs ?",Eugène H. Krabs,Eugène G. Krabs,Eugène J. Krabs,Eugène D. Krabs,Divertissement : Télévision,medium,Open Trivia DB
Quelle est l'unité monétaire du Laos ?,Kip,Rouble,Konra,Dollar,Connaissances générales,medium,Open Trivia DB
"Dans Calvin et Hobbes, quel est le nom du petit ami de la baby-sitter ?",Charlie,Dave,Charles,Nathaniel,Divertissement : Bandes dessinées,medium,Open Trivia DB
Quand la construction du canal de Suez s'est-elle achevée ?,1869,1859,1860,1850,Histoire,medium,Open Trivia DB
Comment s'appelle la théière que l'on voit souvent dans de nombreuses applications de modélisation 3D ?,Théière de l'Utah,Théière Pixar,Théière 3D,Théière du Tennessee,Sciences : Informatique,medium,Open Trivia DB
Qui a peint le tableau « Nighthawks » ?,Edward Hopper,Johannes Vermeer,Vincent van Gogh,Salvador Dali,Art,medium,Open Trivia DB
Combien de provinces comptent les Pays-Bas ?,12,14,10,13,Géographie,medium,Open Trivia DB
Quel langage de programmation a été développé par Sun Microsystems en 1995 ?,Java,Python,Système d'exploitation Solaris,C++,Sciences : Informatique,medium,Open Trivia DB
Quel acteur a interprété le rôle principal dans le film « Edward aux mains d'argent » de 1990 ?,Johnny Depp,Clint Eastwood,Leonardo DiCaprio,Ben Stiller,Divertissement : Film,medium,Open Trivia DB
Héra est la déesse de...,Mariage,Agriculture,Mer,Guerre,Mythologie,medium,Open Trivia DB
"Dans le film de 2002 « Kung Pow ! Enter the Fist », quel est le nouveau nom de Maître Pain ?",Betty,Sortie,Amy,Minou,Divertissement : Film,medium,Open Trivia DB
Quel est le nom de l'animal de compagnie de la reine dans 1001 Pattes ?,Aphie,Flik,Trémie,Point,Divertissement : Film,medium,Open Trivia DB
Laquelle des parties suivantes d'une fleur est l'organe reproducteur mâle producteur de pollen ?,Étamine,Sépale,Pistil,Pétale,Science et nature,medium,Open Trivia DB
Quel est le terme courant pour désigner l'encéphalopathie spongiforme bovine (ESB) ?,maladie de la vache folle,maladie de Weil,fièvre du lait,La fièvre aphteuse,Animaux,medium,Open Trivia DB
"Dans « Magic : The Gathering », quelle carte d'éphémère a le coût de mana converti le plus élevé ?",Infusion de papillon Blinkmoth,Vent vivifiant,Chant de Vitu-Ghazi,Affirmer son autorité,Divertissement : Jeux de société,medium,Open Trivia DB
Lequel des véhicules suivants n'est pas fabriqué par Ford ?,Camry,Fusion,Modèle A,F-150,Véhicules,medium,Open Trivia DB
"Lequel de ces symboles peut-on voir sur la chemise du personnage de jeu vidéo Bubsy T. Bobcat, sorti en 1993 ?",Un point d'exclamation,Un point d'interrogation,La lettre B,Rien,Divertissement : Jeux vidéo,medium,Open Trivia DB
Enzo Ferrari était à l'origine pilote automobile pour quel constructeur avant de fonder sa propre entreprise automobile ?,Alfa Romeo,Auto Union,Mercedes-Benz,Bentley,Véhicules,medium,Open Trivia DB
"En 1845, une série de guerres portant le nom de quel peuple autochtone a débuté en Nouvelle-Zélande ?",Māori,Papous,Aborigènes,Polynésiens,Histoire,medium,Open Trivia DB
Qui a incarné Batman dans le film « Batman et Robin » de 1997 ?,George Clooney,Michael Keaton,Val Kilmer,Christian Bale,Divertissement : Film,medium,Open Trivia DB
"Dans l'histoire des États-Unis, combien de vice-présidents Franklin D. Roosevelt a-t-il eus durant son mandat de président ?",3,1,2,0,Politique,medium,Open Trivia DB
Combien d'exemplaires de l'album « Metallica » (alias « The Black Album ») de Metallica ont été vendus dans le monde (en millions d'exemplaires) ?,"20,5","19,5","22,5","25,5",Divertissement : Musique,medium,Open Trivia DB
"Dans le roman « Une nuit dans les bois », quel est le nom de la mère de Mae Borowski ?",Bonbons,Jenny,Margaret,Kate,Divertissement : Jeux vidéo,medium,Open Trivia DB
"Quel méchant emblématique de Batman, interprété par Cesar Romero dans la série télévisée des années 1960, a été incarné par ce dernier ?",Le Joker,Le Pingouin,L'Homme-Mystère,Monsieur Freeze,Divertissement : Télévision,medium,Open Trivia DB
