item_type,prompt,answer,translation,language
word,habitación brillante,la pièce lumineux,,spanish
word,calle brillante,la rue lumineux,,spanish
word,ciudad brillante,la ville lumineux,,spanish
word,casa brillante,la maison lumineux,,spanish
word,jardín brillante,le jardin lumineux,,spanish
word,cámara brillante,l' appareil photo lumineux,,spanish
word,teléfono brillante,le téléphone lumineux,,spanish
word,idea brillante,l' idée lumineux,,spanish
word,pregunta brillante,la question lumineux,,spanish
word,problema brillante,le problème lumineux,,spanish
word,solución brillante,la solution lumineux,,spanish
word,mensaje brillante,le message lumineux,,spanish
word,foto brillante,la photo lumineux,,spanish
word,tarea brillante,la tâche lumineux,,spanish
word,proyecto brillante,le projet lumineux,,spanish
word,trabajo brillante,le travail lumineux,,spanish
word,comida brillante,le repas lumineux,,spanish
word,café brillante,le café lumineux,,spanish
word,agua brillante,l' eau lumineux,,spanish
word,música brillante,la musique lumineux,,spanish
word,película brillante,le film lumineux,,spanish
word,historia brillante,l' histoire lumineux,,spanish
word,día brillante,le jour lumineux,,spanish
word,noche brillante,la nuit lumineux,,spanish
word,libro oscuro,le livre sombre,,spanish
word,puerta oscuro,la porte sombre,,spanish
word,ventana oscuro,la fenêtre sombre,,spanish
word,mesa oscuro,la table sombre,,spanish
word,silla oscuro,la chaise sombre,,spanish
word,habitación oscuro,la pièce sombre,,spanish
word,calle oscuro,la rue sombre,,spanish
word,ciudad oscuro,la ville sombre,,spanish
word,casa oscuro,la maison sombre,,spanish
word,jardín oscuro,le jardin sombre,,spanish
word,cámara oscuro,l' appareil photo sombre,,spanish
word,teléfono oscuro,le téléphone sombre,,spanish
word,idea oscuro,l' idée sombre,,spanish
word,pregunta oscuro,la question sombre,,spanish
word,problema oscuro,le problème sombre,,spanish
word,solución oscuro,la solution sombre,,spanish
word,mensaje oscuro,le message sombre,,spanish
word,foto oscuro,la photo sombre,,spanish
word,tarea oscuro,la tâche sombre,,spanish
word,proyecto oscuro,le projet sombre,,spanish
word,trabajo oscuro,le travail sombre,,spanish
word,comida oscuro,le repas sombre,,spanish
word,café oscuro,le café sombre,,spanish
word,agua oscuro,l' eau sombre,,spanish
word,música oscuro,la musique sombre,,spanish
word,película oscuro,le film sombre,,spanish
word,historia oscuro,l' histoire sombre,,spanish
word,día oscuro,le jour sombre,,spanish
word,noche oscuro,la nuit sombre,,spanish
word,libro tranquilo,le livre calme,,spanish
word,puerta tranquilo,la porte calme,,spanish
word,ventana tranquilo,la fenêtre calme,,spanish
word,mesa tranquilo,la table calme,,spanish
word,silla tranquilo,la chaise calme,,spanish
word,habitación tranquilo,la pièce calme,,spanish
word,calle tranquilo,la rue calme,,spanish
word,ciudad tranquilo,la ville calme,,spanish
word,casa tranquilo,la maison calme,,spanish
word,jardín tranquilo,le jardin calme,,spanish
word,cámara tranquilo,l' appareil photo calme,,spanish
word,teléfono tranquilo,le téléphone calme,,spanish
word,idea tranquilo,l' idée calme,,spanish
word,pregunta tranquilo,la question calme,,spanish
word,problema tranquilo,le problème calme,,spanish
word,solución tranquilo,la solution calme,,spanish
word,mensaje tranquilo,le message calme,,spanish
word,foto tranquilo,la photo calme,,spanish
word,tarea tranquilo,la tâche calme,,spanish
word,proyecto tranquilo,le projet calme,,spanish
word,trabajo tranquilo,le travail calme,,spanish
word,comida tranquilo,le repas calme,,spanish
word,café tranquilo,le café calme,,spanish
word,agua tranquilo,l' eau calme,,spanish
word,música tranquilo,la musique calme,,spanish
word,película tranquilo,le film calme,,spanish
word,historia tranquilo,l' histoire calme,,spanish
word,día tranquilo,le jour calme,,spanish
word,noche tranquilo,la nuit calme,,spanish
word,libro simple,le livre simple,,spanish
word,puerta simple,la porte simple,,spanish
word,ventana simple,la fenêtre simple,,spanish
word,mesa simple,la table simple,,spanish
word,silla simple,la chaise simple,,spanish
word,habitación simple,la pièce simple,,spanish
word,calle simple,la rue simple,,spanish
word,ciudad simple,la ville simple,,spanish
word,casa simple,la maison simple,,spanish
word,jardín simple,le jardin simple,,spanish
word,cámara simple,l' appareil photo simple,,spanish
word,teléfono simple,le téléphone simple,,spanish
word,idea simple,l' idée simple,,spanish
word,pregunta simple,la question simple,,spanish
word,problema simple,le problème simple,,spanish
word,solución simple,la solution simple,,spanish
word,mensaje simple,le message simple,,spanish
word,foto simple,la photo simple,,spanish
word,tarea simple,la tâche simple,,spanish
word,proyecto simple,le projet simple,,spanish
word,trabajo simple,le travail simple,,spanish
word,comida simple,le repas simple,,spanish
word,café simple,le café simple,,spanish
word,agua simple,l' eau simple,,spanish
word,música simple,la musique simple,,spanish
word,película simple,le film simple,,spanish
word,historia simple,l' histoire simple,,spanish
word,día simple,le jour simple,,spanish
word,noche simple,la nuit simple,,spanish
word,libro útil,le livre utile,,spanish
word,puerta útil,la porte utile,,spanish
word,ventana útil,la fenêtre utile,,spanish
word,mesa útil,la table utile,,spanish
word,silla útil,la chaise utile,,spanish
word,habitación útil,la pièce utile,,spanish
word,calle útil,la rue utile,,spanish
word,ciudad útil,la ville utile,,spanish
word,casa útil,la maison utile,,spanish
word,jardín útil,le jardin utile,,spanish
word,cámara útil,l' appareil photo utile,,spanish
word,teléfono útil,le téléphone utile,,spanish
word,idea útil,l' idée utile,,spanish
word,pregunta útil,la question utile,,spanish
word,problema útil,le problème utile,,spanish
word,solución útil,la solution utile,,spanish
word,mensaje útil,le message utile,,spanish
word,foto útil,la photo utile,,spanish
word,tarea útil,la tâche utile,,spanish
word,proyecto útil,le projet utile,,spanish
word,trabajo útil,le travail utile,,spanish
word,comida útil,le repas utile,,spanish
word,café útil,le café utile,,spanish
word,agua útil,l' eau utile,,spanish
word,música útil,la musique utile,,spanish
word,película útil,le film utile,,spanish
word,historia útil,l' histoire utile,,spanish
word,día útil,le jour utile,,spanish
word,noche útil,la nuit utile,,spanish
word,libro extraño,le livre étrange,,spanish
word,puerta extraño,la porte étrange,,spanish
word,ventana extraño,la fenêtre étrange,,spanish
word,mesa extraño,la table étrange,,spanish
word,silla extraño,la chaise étrange,,spanish
word,habitación extraño,la pièce étrange,,spanish
word,calle extraño,la rue étrange,,spanish
word,ciudad extraño,la ville étrange,,spanish
word,casa extraño,la maison étrange,,spanish
word,jardín extraño,le jardin étrange,,spanish
word,cámara extraño,l' appareil photo étrange,,spanish
word,teléfono extraño,le téléphone étrange,,spanish
word,idea extraño,l' idée étrange,,spanish
word,pregunta extraño,la question étrange,,spanish
word,problema extraño,le problème étrange,,spanish
word,solución extraño,la solution étrange,,spanish
word,mensaje extraño,le message étrange,,spanish
word,foto extraño,la photo étrange,,spanish
word,tarea extraño,la tâche étrange,,spanish
word,proyecto extraño,le projet étrange,,spanish
word,trabajo extraño,le travail étrange,,spanish
word,comida extraño,le repas étrange,,spanish
word,café extraño,le café étrange,,spanish
word,agua extraño,l' eau étrange,,spanish
word,música extraño,la musique étrange,,spanish
word,película extraño,le film étrange,,spanish
word,historia extraño,l' histoire étrange,,spanish
word,día extraño,le jour étrange,,spanish
word,noche extraño,la nuit étrange,,spanish
word,libro importante,le livre important,,spanish
word,puerta importante,la porte important,,spanish
word,ventana importante,la fenêtre important,,spanish
word,mesa importante,la table important,,spanish
word,silla importante,la chaise important,,spanish
word,habitación importante,la pièce important,,spanish
word,calle importante,la rue important,,spanish
word,ciudad importante,la ville important,,spanish
word,casa importante,la maison important,,spanish
word,jardín importante,le jardin important,,spanish
word,cámara importante,l' appareil photo important,,spanish
word,teléfono importante,le téléphone important,,spanish
word,idea importante,l' idée important,,spanish
word,pregunta importante,la question important,,spanish
word,problema importante,le problème important,,spanish
word,solución importante,la solution important,,spanish
word,mensaje importante,le message important,,spanish
word,foto importante,la photo important,,spanish
word,tarea importante,la tâche important,,spanish
word,proyecto importante,le projet important,,spanish
word,trabajo importante,le travail important,,spanish
word,comida importante,le repas important,,spanish
word,café importante,le café important,,spanish
word,agua importante,l' eau important,,spanish
word,música importante,la musique important,,spanish
word,película importante,le film important,,spanish
word,historia importante,l' histoire important,,spanish
word,día importante,le jour important,,spanish
word,noche importante,la nuit important,,spanish
word,leer el/la libro,lire le livre,,spanish
word,leer el/la puerta,lire la porte,,spanish
word,leer el/la ventana,lire la fenêtre,,spanish
word,leer el/la mesa,lire la table,,spanish
word,leer el/la silla,lire la chaise,,spanish
word,leer el/la habitación,lire la pièce,,spanish
word,leer el/la calle,lire la rue,,spanish
word,leer el/la ciudad,lire la ville,,spanish
word,leer el/la casa,lire la maison,,spanish
word,leer el/la jardín,lire le jardin,,spanish
word,leer el/la cámara,lire l' appareil photo,,spanish
word,leer el/la teléfono,lire le téléphone,,spanish
word,leer el/la idea,lire l' idée,,spanish
word,leer el/la pregunta,lire la question,,spanish
word,leer el/la problema,lire le problème,,spanish
word,leer el/la solución,lire la solution,,spanish
word,leer el/la mensaje,lire le message,,spanish
word,leer el/la foto,lire la photo,,spanish
word,leer el/la tarea,lire la tâche,,spanish
word,leer el/la proyecto,lire le projet,,spanish
word,leer el/la trabajo,lire le travail,,spanish
word,leer el/la comida,lire le repas,,spanish
word,leer el/la café,lire le café,,spanish
word,leer el/la agua,lire l' eau,,spanish
word,leer el/la música,lire la musique,,spanish
word,leer el/la película,lire le film,,spanish
word,leer el/la historia,lire l' histoire,,spanish
word,leer el/la día,lire le jour,,spanish
word,leer el/la noche,lire la nuit,,spanish
word,escribir el/la libro,écrire le livre,,spanish
word,escribir el/la puerta,écrire la porte,,spanish
word,escribir el/la ventana,écrire la fenêtre,,spanish
word,escribir el/la mesa,écrire la table,,spanish
word,escribir el/la silla,écrire la chaise,,spanish
word,escribir el/la habitación,écrire la pièce,,spanish
word,escribir el/la calle,écrire la rue,,spanish
word,escribir el/la ciudad,écrire la ville,,spanish
word,escribir el/la casa,écrire la maison,,spanish
word,escribir el/la jardín,écrire le jardin,,spanish
word,escribir el/la cámara,écrire l' appareil photo,,spanish
word,escribir el/la teléfono,écrire le téléphone,,spanish
word,escribir el/la idea,écrire l' idée,,spanish
word,escribir el/la pregunta,écrire la question,,spanish
word,escribir el/la problema,écrire le problème,,spanish
word,escribir el/la solución,écrire la solution,,spanish
word,escribir el/la mensaje,écrire le message,,spanish
word,escribir el/la foto,écrire la photo,,spanish
word,escribir el/la tarea,écrire la tâche,,spanish
word,escribir el/la proyecto,écrire le projet,,spanish
word,escribir el/la trabajo,écrire le travail,,spanish
word,escribir el/la comida,écrire le repas,,spanish
word,escribir el/la café,écrire le café,,spanish
word,escribir el/la agua,écrire l' eau,,spanish
word,escribir el/la música,écrire la musique,,spanish
word,escribir el/la película,écrire le film,,spanish
word,escribir el/la historia,écrire l' histoire,,spanish
word,escribir el/la día,écrire le jour,,spanish
word,escribir el/la noche,écrire la nuit,,spanish
word,abrir el/la libro,ouvrir le livre,,spanish
word,abrir el/la puerta,ouvrir la porte,,spanish
word,abrir el/la ventana,ouvrir la fenêtre,,spanish
word,abrir el/la mesa,ouvrir la table,,spanish
word,abrir el/la silla,ouvrir la chaise,,spanish
word,abrir el/la habitación,ouvrir la pièce,,spanish
word,abrir el/la calle,ouvrir la rue,,spanish
word,abrir el/la ciudad,ouvrir la ville,,spanish
word,abrir el/la casa,ouvrir la maison,,spanish
word,abrir el/la jardín,ouvrir le jardin,,spanish
word,abrir el/la cámara,ouvrir l' appareil photo,,spanish
word,abrir el/la teléfono,ouvrir le téléphone,,spanish
word,abrir el/la idea,ouvrir l' idée,,spanish
word,abrir el/la pregunta,ouvrir la question,,spanish
word,abrir el/la problema,ouvrir le problème,,spanish
word,abrir el/la solución,ouvrir la solution,,spanish
word,abrir el/la mensaje,ouvrir le message,,spanish
word,abrir el/la foto,ouvrir la photo,,spanish
word,abrir el/la tarea,ouvrir la tâche,,spanish
word,abrir el/la proyecto,ouvrir le projet,,spanish
word,abrir el/la trabajo,ouvrir le travail,,spanish
word,abrir el/la comida,ouvrir le repas,,spanish
word,abrir el/la café,ouvrir le café,,spanish
word,abrir el/la agua,ouvrir l' eau,,spanish
word,abrir el/la música,ouvrir la musique,,spanish
word,abrir el/la película,ouvrir le film,,spanish
word,abrir el/la historia,ouvrir l' histoire,,spanish
word,abrir el/la día,ouvrir le jour,,spanish
word,abrir el/la noche,ouvrir la nuit,,spanish
word,cerrar el/la libro,fermer le livre,,spanish
word,cerrar el/la puerta,fermer la porte,,spanish
word,cerrar el/la ventana,fermer la fenêtre,,spanish
word,cerrar el/la mesa,fermer la table,,spanish
word,cerrar el/la silla,fermer la chaise,,spanish
word,cerrar el/la habitación,fermer la pièce,,spanish
word,cerrar el/la calle,fermer la rue,,spanish
word,cerrar el/la ciudad,fermer la ville,,spanish
word,cerrar el/la casa,fermer la maison,,spanish
word,cerrar el/la jardín,fermer le jardin,,spanish
word,cerrar el/la cámara,fermer l' appareil photo,,spanish
word,cerrar el/la teléfono,fermer le téléphone,,spanish
word,cerrar el/la idea,fermer l' idée,,spanish
word,cerrar el/la pregunta,fermer la question,,spanish
word,cerrar el/la problema,fermer le problème,,spanish
word,cerrar el/la solución,fermer la solution,,spanish
word,cerrar el/la mensaje,fermer le message,,spanish
word,cerrar el/la foto,fermer la photo,,spanish
word,cerrar el/la tarea,fermer la tâche,,spanish
word,cerrar el/la proyecto,fermer le projet,,spanish
word,cerrar el/la trabajo,fermer le travail,,spanish
word,cerrar el/la comida,fermer le repas,,spanish
word,cerrar el/la café,fermer le café,,spanish
word,cerrar el/la agua,fermer l' eau,,spanish
word,cerrar el/la música,fermer la musique,,spanish
word,cerrar el/la película,fermer le film,,spanish
word,cerrar el/la historia,fermer l' histoire,,spanish
word,cerrar el/la día,fermer le jour,,spanish
word,cerrar el/la noche,fermer la nuit,,spanish
word,limpiar el/la libro,nettoyer le livre,,spanish
word,limpiar el/la puerta,nettoyer la porte,,spanish
word,limpiar el/la ventana,nettoyer la fenêtre,,spanish
word,limpiar el/la mesa,nettoyer la table,,spanish
word,limpiar el/la silla,nettoyer la chaise,,spanish
word,limpiar el/la habitación,nettoyer la pièce,,spanish
word,limpiar el/la calle,nettoyer la rue,,spanish
word,limpiar el/la ciudad,nettoyer la ville,,spanish
word,limpiar el/la casa,nettoyer la maison,,spanish
word,limpiar el/la jardín,nettoyer le jardin,,spanish
word,limpiar el/la cámara,nettoyer l' appareil photo,,spanish
word,limpiar el/la teléfono,nettoyer le téléphone,,spanish
word,limpiar el/la idea,nettoyer l' idée,,spanish
word,limpiar el/la pregunta,nettoyer la question,,spanish
word,limpiar el/la problema,nettoyer le problème,,spanish
word,limpiar el/la solución,nettoyer la solution,,spanish
word,limpiar el/la mensaje,nettoyer le message,,spanish
word,limpiar el/la foto,nettoyer la photo,,spanish
word,limpiar el/la tarea,nettoyer la tâche,,spanish
word,limpiar el/la proyecto,nettoyer le projet,,spanish
sentence,Yo ___ cansado.,estoy,Je suis fatigué.,spanish
sentence,Yo ___ listo.,estoy,Je suis prêt.,spanish
sentence,Yo ___ ocupado.,estoy,Je suis occupé.,spanish
sentence,Yo ___ feliz.,estoy,Je suis heureux.,spanish
sentence,Yo ___ tranquilo.,estoy,Je suis calme.,spanish
sentence,Yo ___ fuera.,estoy,Je suis dehors.,spanish
sentence,Yo ___ en casa.,estoy,Je suis à la maison.,spanish
sentence,Yo ___ en el trabajo.,estoy,Je suis au travail.,spanish
sentence,Yo ___ en la cocina.,estoy,Je suis dans la cuisine.,spanish
sentence,Yo ___ en la ciudad.,estoy,Je suis en ville.,spanish
sentence,Yo ___ un libro.,tengo,Je ai un livre.,spanish
sentence,Yo ___ una pregunta.,tengo,Je ai une question.,spanish
sentence,Yo ___ un problema.,tengo,Je ai un problème.,spanish
sentence,Yo ___ una idea.,tengo,Je ai une idée.,spanish
sentence,Yo ___ un teléfono.,tengo,Je ai un téléphone.,spanish
sentence,Yo ___ una cámara.,tengo,Je ai un appareil photo.,spanish
sentence,Yo ___ una reunión.,tengo,Je ai une réunion.,spanish
sentence,Yo ___ tiempo.,tengo,Je ai du temps.,spanish
sentence,Yo ___ trabajo.,tengo,Je ai du travail.,spanish
sentence,Yo ___ agua.,tengo,Je ai de l'eau.,spanish
sentence,Yo ___ un descanso.,necesito,Je ai besoin de une pause.,spanish
sentence,Yo ___ ayuda.,necesito,Je ai besoin de aide.,spanish
sentence,Yo ___ silencio.,necesito,Je ai besoin de silence.,spanish
sentence,Yo ___ un plan claro.,necesito,Je ai besoin de un plan clair.,spanish
sentence,Yo ___ una buena idea.,necesito,Je ai besoin de une bonne idée.,spanish
sentence,Yo ___ más práctica.,necesito,Je ai besoin de plus de pratique.,spanish
sentence,Yo ___ un lugar tranquilo.,necesito,Je ai besoin de un endroit calme.,spanish
sentence,Yo ___ una tarea simple.,necesito,Je ai besoin de une tâche simple.,spanish
sentence,Yo ___ a casa.,voy,Je vais à la maison.,spanish
sentence,Yo ___ al trabajo.,voy,Je vais au travail.,spanish
sentence,Yo ___ al parque.,voy,Je vais au parc.,spanish
sentence,Yo ___ a la estación.,voy,Je vais à la gare.,spanish
sentence,Yo ___ a la oficina.,voy,Je vais au bureau.,spanish
sentence,Yo ___ a la cocina.,voy,Je vais à la cuisine.,spanish
sentence,Yo ___ a la ciudad.,voy,Je vais en ville.,spanish
sentence,Tú ___ cansado.,estás,Tu es fatigué.,spanish
sentence,Tú ___ listo.,estás,Tu es prêt.,spanish
sentence,Tú ___ ocupado.,estás,Tu es occupé.,spanish
sentence,Tú ___ feliz.,estás,Tu es heureux.,spanish
sentence,Tú ___ tranquilo.,estás,Tu es calme.,spanish
sentence,Tú ___ fuera.,estás,Tu es dehors.,spanish
sentence,Tú ___ en casa.,estás,Tu es à la maison.,spanish
sentence,Tú ___ en el trabajo.,estás,Tu es au travail.,spanish
sentence,Tú ___ en la cocina.,estás,Tu es dans la cuisine.,spanish
sentence,Tú ___ en la ciudad.,estás,Tu es en ville.,spanish
sentence,Tú ___ un libro.,tienes,Tu as un livre.,spanish
sentence,Tú ___ una pregunta.,tienes,Tu as une question.,spanish
sentence,Tú ___ un problema.,tienes,Tu as un problème.,spanish
sentence,Tú ___ una idea.,tienes,Tu as une idée.,spanish
sentence,Tú ___ un teléfono.,tienes,Tu as un téléphone.,spanish
sentence,Tú ___ una cámara.,tienes,Tu as un appareil photo.,spanish
sentence,Tú ___ una reunión.,tienes,Tu as une réunion.,spanish
sentence,Tú ___ tiempo.,tienes,Tu as du temps.,spanish
sentence,Tú ___ trabajo.,tienes,Tu as du travail.,spanish
sentence,Tú ___ agua.,tienes,Tu as de l'eau.,spanish
sentence,Tú ___ un descanso.,necesitas,Tu as besoin de une pause.,spanish
sentence,Tú ___ ayuda.,necesitas,Tu as besoin de aide.,spanish
sentence,Tú ___ silencio.,necesitas,Tu as besoin de silence.,spanish
sentence,Tú ___ un plan claro.,necesitas,Tu as besoin de un plan clair.,spanish
sentence,Tú ___ una buena idea.,necesitas,Tu as besoin de une bonne idée.,spanish
sentence,Tú ___ más práctica.,necesitas,Tu as besoin de plus de pratique.,spanish
sentence,Tú ___ un lugar tranquilo.,necesitas,Tu as besoin de un endroit calme.,spanish
sentence,Tú ___ una tarea simple.,necesitas,Tu as besoin de une tâche simple.,spanish
sentence,Tú ___ a casa.,vas,Tu vas à la maison.,spanish
sentence,Tú ___ al trabajo.,vas,Tu vas au travail.,spanish
sentence,Tú ___ al parque.,vas,Tu vas au parc.,spanish
sentence,Tú ___ a la estación.,vas,Tu vas à la gare.,spanish
sentence,Tú ___ a la oficina.,vas,Tu vas au bureau.,spanish
sentence,Tú ___ a la cocina.,vas,Tu vas à la cuisine.,spanish
sentence,Tú ___ a la ciudad.,vas,Tu vas en ville.,spanish
sentence,Él ___ cansado.,está,Il est fatigué.,spanish
sentence,Él ___ listo.,está,Il est prêt.,spanish
sentence,Él ___ ocupado.,está,Il est occupé.,spanish
sentence,Él ___ feliz.,está,Il est heureux.,spanish
sentence,Él ___ tranquilo.,está,Il est calme.,spanish
sentence,Él ___ fuera.,está,Il est dehors.,spanish
sentence,Él ___ en casa.,está,Il est à la maison.,spanish
sentence,Él ___ en el trabajo.,está,Il est au travail.,spanish
sentence,Él ___ en la cocina.,está,Il est dans la cuisine.,spanish
sentence,Él ___ en la ciudad.,está,Il est en ville.,spanish
sentence,Él ___ un libro.,tiene,Il a un livre.,spanish
sentence,Él ___ una pregunta.,tiene,Il a une question.,spanish
sentence,Él ___ un problema.,tiene,Il a un problème.,spanish
sentence,Él ___ una idea.,tiene,Il a une idée.,spanish
sentence,Él ___ un teléfono.,tiene,Il a un téléphone.,spanish
sentence,Él ___ una cámara.,tiene,Il a un appareil photo.,spanish
sentence,Él ___ una reunión.,tiene,Il a une réunion.,spanish
sentence,Él ___ tiempo.,tiene,Il a du temps.,spanish
sentence,Él ___ trabajo.,tiene,Il a du travail.,spanish
sentence,Él ___ agua.,tiene,Il a de l'eau.,spanish
sentence,Él ___ un descanso.,necesita,Il a besoin de une pause.,spanish
sentence,Él ___ ayuda.,necesita,Il a besoin de aide.,spanish
sentence,Él ___ silencio.,necesita,Il a besoin de silence.,spanish
sentence,Él ___ un plan claro.,necesita,Il a besoin de un plan clair.,spanish
sentence,Él ___ una buena idea.,necesita,Il a besoin de une bonne idée.,spanish
sentence,Él ___ más práctica.,necesita,Il a besoin de plus de pratique.,spanish
sentence,Él ___ un lugar tranquilo.,necesita,Il a besoin de un endroit calme.,spanish
sentence,Él ___ una tarea simple.,necesita,Il a besoin de une tâche simple.,spanish
sentence,Él ___ a casa.,va,Il va à la maison.,spanish
sentence,Él ___ al trabajo.,va,Il va au travail.,spanish
sentence,Él ___ al parque.,va,Il va au parc.,spanish
sentence,Él ___ a la estación.,va,Il va à la gare.,spanish
sentence,Él ___ a la oficina.,va,Il va au bureau.,spanish
sentence,Él ___ a la cocina.,va,Il va à la cuisine.,spanish
sentence,Él ___ a la ciudad.,va,Il va en ville.,spanish
sentence,Ella ___ cansado.,está,Elle est fatigué.,spanish
sentence,Ella ___ listo.,está,Elle est prêt.,spanish
sentence,Ella ___ ocupado.,está,Elle est occupé.,spanish
sentence,Ella ___ feliz.,está,Elle est heureux.,spanish
sentence,Ella ___ tranquilo.,está,Elle est calme.,spanish
sentence,Ella ___ fuera.,está,Elle est dehors.,spanish
sentence,Ella ___ en casa.,está,Elle est à la maison.,spanish
sentence,Ella ___ en el trabajo.,está,Elle est au travail.,spanish
sentence,Ella ___ en la cocina.,está,Elle est dans la cuisine.,spanish
sentence,Ella ___ en la ciudad.,está,Elle est en ville.,spanish
sentence,Ella ___ un libro.,tiene,Elle a un livre.,spanish
sentence,Ella ___ una pregunta.,tiene,Elle a une question.,spanish
sentence,Ella ___ un problema.,tiene,Elle a un problème.,spanish
sentence,Ella ___ una idea.,tiene,Elle a une idée.,spanish
sentence,Ella ___ un teléfono.,tiene,Elle a un téléphone.,spanish
sentence,Ella ___ una cámara.,tiene,Elle a un appareil photo.,spanish
sentence,Ella ___ una reunión.,tiene,Elle a une réunion.,spanish
sentence,Ella ___ tiempo.,tiene,Elle a du temps.,spanish
sentence,Ella ___ trabajo.,tiene,Elle a du travail.,spanish
sentence,Ella ___ agua.,tiene,Elle a de l'eau.,spanish
sentence,Ella ___ un descanso.,necesita,Elle a besoin de une pause.,spanish
sentence,Ella ___ ayuda.,necesita,Elle a besoin de aide.,spanish
sentence,Ella ___ silencio.,necesita,Elle a besoin de silence.,spanish
sentence,Ella ___ un plan claro.,necesita,Elle a besoin de un plan clair.,spanish
sentence,Ella ___ una buena idea.,necesita,Elle a besoin de une bonne idée.,spanish
sentence,Ella ___ más práctica.,necesita,Elle a besoin de plus de pratique.,spanish
sentence,Ella ___ un lugar tranquilo.,necesita,Elle a besoin de un endroit calme.,spanish
sentence,Ella ___ una tarea simple.,necesita,Elle a besoin de une tâche simple.,spanish
sentence,Ella ___ a casa.,va,Elle va à la maison.,spanish
sentence,Ella ___ al trabajo.,va,Elle va au travail.,spanish
sentence,Ella ___ al parque.,va,Elle va au parc.,spanish
sentence,Ella ___ a la estación.,va,Elle va à la gare.,spanish
sentence,Ella ___ a la oficina.,va,Elle va au bureau.,spanish
sentence,Ella ___ a la cocina.,va,Elle va à la cuisine.,spanish
sentence,Ella ___ a la ciudad.,va,Elle va en ville.,spanish
sentence,Nosotros ___ cansado.,estamos,Nous sommes fatigué.,spanish
sentence,Nosotros ___ listo.,estamos,Nous sommes prêt.,spanish
sentence,Nosotros ___ ocupado.,estamos,Nous sommes occupé.,spanish
sentence,Nosotros ___ feliz.,estamos,Nous sommes heureux.,spanish
sentence,Nosotros ___ tranquilo.,estamos,Nous sommes calme.,spanish
sentence,Nosotros ___ fuera.,estamos,Nous sommes dehors.,spanish
sentence,Nosotros ___ en casa.,estamos,Nous sommes à la maison.,spanish
sentence,Nosotros ___ en el trabajo.,estamos,Nous sommes au travail.,spanish
sentence,Nosotros ___ en la cocina.,estamos,Nous sommes dans la cuisine.,spanish
sentence,Nosotros ___ en la ciudad.,estamos,Nous sommes en ville.,spanish
sentence,Nosotros ___ un libro.,tenemos,Nous avons un livre.,spanish
sentence,Nosotros ___ una pregunta.,tenemos,Nous avons une question.,spanish
sentence,Nosotros ___ un problema.,tenemos,Nous avons un problème.,spanish
sentence,Nosotros ___ una idea.,tenemos,Nous avons une idée.,spanish
sentence,Nosotros ___ un teléfono.,tenemos,Nous avons un téléphone.,spanish
sentence,Nosotros ___ una cámara.,tenemos,Nous avons un appareil photo.,spanish
sentence,Nosotros ___ una reunión.,tenemos,Nous avons une réunion.,spanish
sentence,Nosotros ___ tiempo.,tenemos,Nous avons du temps.,spanish
sentence,Nosotros ___ trabajo.,tenemos,Nous avons du travail.,spanish
sentence,Nosotros ___ agua.,tenemos,Nous avons de l'eau.,spanish
sentence,Nosotros ___ un descanso.,necesitamos,Nous avons besoin de une pause.,spanish
sentence,Nosotros ___ ayuda.,necesitamos,Nous avons besoin de aide.,spanish
sentence,Nosotros ___ silencio.,necesitamos,Nous avons besoin de silence.,spanish
sentence,Nosotros ___ un plan claro.,necesitamos,Nous avons besoin de un plan clair.,spanish
sentence,Nosotros ___ una buena idea.,necesitamos,Nous avons besoin de une bonne idée.,spanish
sentence,Nosotros ___ más práctica.,necesitamos,Nous avons besoin de plus de pratique.,spanish
sentence,Nosotros ___ un lugar tranquilo.,necesitamos,Nous avons besoin de un endroit calme.,spanish
sentence,Nosotros ___ una tarea simple.,necesitamos,Nous avons besoin de une tâche simple.,spanish
sentence,Nosotros ___ a casa.,vamos,Nous allons à la maison.,spanish
sentence,Nosotros ___ al trabajo.,vamos,Nous allons au travail.,spanish
sentence,Nosotros ___ al parque.,vamos,Nous allons au parc.,spanish
sentence,Nosotros ___ a la estación.,vamos,Nous allons à la gare.,spanish
sentence,Nosotros ___ a la oficina.,vamos,Nous allons au bureau.,spanish
sentence,Nosotros ___ a la cocina.,vamos,Nous allons à la cuisine.,spanish
sentence,Nosotros ___ a la ciudad.,vamos,Nous allons en ville.,spanish
sentence,Ellos ___ cansado.,están,Ils sont fatigué.,spanish
sentence,Ellos ___ listo.,están,Ils sont prêt.,spanish
sentence,Ellos ___ ocupado.,están,Ils sont occupé.,spanish
sentence,Ellos ___ feliz.,están,Ils sont heureux.,spanish
sentence,Ellos ___ tranquilo.,están,Ils sont calme.,spanish
sentence,Ellos ___ fuera.,están,Ils sont dehors.,spanish
sentence,Ellos ___ en casa.,están,Ils sont à la maison.,spanish
sentence,Ellos ___ en el trabajo.,están,Ils sont au travail.,spanish
sentence,Ellos ___ en la cocina.,están,Ils sont dans la cuisine.,spanish
sentence,Ellos ___ en la ciudad.,están,Ils sont en ville.,spanish
sentence,Ellos ___ un libro.,tienen,Ils ont un livre.,spanish
sentence,Ellos ___ una pregunta.,tienen,Ils ont une question.,spanish
sentence,Ellos ___ un problema.,tienen,Ils ont un problème.,spanish
sentence,Ellos ___ una idea.,tienen,Ils ont une idée.,spanish
